name,label,flow_t_h,apparent_yield_pct,delta_kg_h,delta_pct,20%TBP,40%TBP,60%TBP,80%TBP,100%TBP
Naptha,石脑油,12.37020711702424,3.09255177925606,0.9245929611806787,0.007474911817895169,11.10632320913297,55.58532998574192,138.491008694708,153.93300879512682,174.85445754364906
Kerosene,煤油,9.620279964461632,2.4050699911154076,-2.6776320700628276,-0.02782545847471729,167.1853128948981,179.94754111173089,191.79459488366945,201.52782723386497,222.4299363338692
Diesel,柴油,25.58496627186053,6.396241567965132,4.905232452540076,0.019175999795240095,212.2053857540355,228.0670220992831,241.16991483129445,255.88518440219292,281.89094306820976
AGO,常压瓦斯油（AGO）,55.234268712176636,13.808567178044159,-12.385255817862344,-0.0224181102896015,281.7337371400156,301.8495455437741,321.1146979611873,342.5569618609918,379.6579874273826
Risedue,渣油,300.190277934477,75.04756948361926,9.233062474057078,0.0030758312797418697,398.6504915732676,455.0698868167465,512.6885872140045,594.0172921842648,714.2938568176805
