name,duty_MW
heater_to_flash,44.17932226922933
heater_to_furnace,20.67051876693606
furnace_1,39.4827556342333
furnace_2,1.7650415019884385
furnace_3,0.2406874775438778
furnace_4,0.40114579590646304
